CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,IMPARTIDO_ANTES_2019,ACREDITADA_3AÑOS
22037,22,PEDAGOGÍA EN EDUCACIÓN BÁSICA,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,20,10.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,S
22042,22,INGENIERÍA COMERCIAL MENCIÓN GESTIÓN Y/O COMERCIO EXTERIOR,UNIVERSIDAD DE TARAPACA,15,10,40,15,25,0,10.0,10.0,N,458,458.0,25,5.0,,,,N,,,S,21,21,2.0,N,,0,S,5,1,,,
22050,22,MEDICINA,UNIVERSIDAD DE TARAPACA,15,10,40,10,20,0,,20.0,N,625,625.0,27,,,,,N,,,N,21,21,2.0,N,,0,S,1,15,,,
22052,22,KINESIOLOGÍA Y REHABILITACIÓN,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,55,5.0,,,,N,,,N,21,21,2.0,N,,0,S,10,15,,,
22055,22,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,55,5.0,,,,N,,,N,21,21,2.0,N,,0,S,10,15,,,
22056,22,TECNOLOGÍA MÉDICA EN IMAGENOLOGÍA Y FÍSICA MÉDICA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,35,1.0,,,,N,,,N,21,21,2.0,N,,0,S,5,15,,,
22057,22,TECNOLOGÍA MÉDICA EN LABORATORIO CLÍNICO Y MEDICINA TRANSFUSIONAL,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,35,1.0,,,,N,,,N,21,21,2.0,N,,0,S,5,15,,,
22058,22,TECNOLOGÍA MÉDICA EN OFTALMOLOGÍA Y OPTOMETRÍA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,35,1.0,,,,N,,,N,21,21,2.0,N,,0,S,5,15,,,
22059,22,PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,25,10.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,S
22061,22,EDUCACIÓN PARVULARIA,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,20,10.0,,,,N,,,S,21,21,5.0,S,,1,S,5,15,,S,S
22063,22,LICENCIATURA EN INGLÉS CONDUCENTE A:,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,30,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,,,
22065,22,PROFESOR DE EDUCACIÓN FÍSICA,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,30,10.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,S
22067,22,DISEÑO MULTIMEDIA,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,40,10.0,,,,N,,,S,21,21,2.0,N,,0,S,5,15,,,
22069,22,INGENIERÍA CIVIL EN INFORMÁTICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,20,10.0,,,,N,,,S,21,21,5.0,N,,0,S,10,1,,,
22070,22,AGRONOMÍA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,40,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,,,
22073,22,INGENIERÍA CIVIL ELÉCTRICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,25,15.0,,,,N,,,S,21,21,5.0,N,,0,S,10,15,5.0,,
22074,22,INGENIERÍA CIVIL ELECTRÓNICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,25,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,5.0,,
22075,22,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,70,20.0,,,,N,,,S,21,21,5.0,N,,0,S,10,15,10.0,,
22076,22,INGENIERÍA CIVIL MECÁNICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,50,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,5.0,,
22077,22,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,100,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,10.0,,
22080,22,INGENIERÍA MECATRÓNICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,6.0,,
22083,22,INGENIERÍA DE EJECUCIÓN ELÉCTRICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,15,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,3.0,,
22084,22,INGENIERÍA DE EJECUCIÓN ELECTRÓNICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,15,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,3.0,,
22089,22,INGENIERÍA DE EJECUCIÓN MECÁNICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,20,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,4.0,,
22090,22,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,25,15.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,N
22091,22,PEDAGOGÍA EN CASTELLANO Y COMUNICACIÓN,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,20,15.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,S
22094,22,PSICOLOGÍA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,30,5.0,,,,N,,,S,21,21,2.0,N,,0,S,5,1,,,
22095,22,DERECHO,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,30,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,1,,,
22097,22,TRABAJO SOCIAL,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,25,5.0,,,,N,,,S,21,21,2.0,N,,0,S,9,1,,,
22101,22,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,30,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,1,5.0,,
22102,22,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,20,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,1,,,
22103,22,KINESIOLOGÍA Y REHABILITACIÓN,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,20,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,1,,,
22104,22,ENFERMERÍA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,35,5.0,,,,N,,,N,21,21,2.0,N,,0,S,10,1,,,
22107,22,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,UNIVERSIDAD DE TARAPACA,15,10,40,25,15,0,10.0,10.0,N,458,458.0,25,10.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,N
22108,22,INGENIERÍA CIVIL ELÉCTRICA,UNIVERSIDAD DE TARAPACA,15,10,40,15,20,5,10.0,10.0,S,458,458.0,20,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,1,4.0,,
23007,23,BIOLOGIA MARINA,UNIVERSIDAD ARTURO PRAT,1,10,45,15,15,0,,15.0,N,458,,12,10.0,,,,N,,,N,21,21,2.0,N,,0,S,8,1,2.0,,
23010,23,EDUCACIÓN PARVULARIA,UNIVERSIDAD ARTURO PRAT,1,10,40,20,20,0,10.0,10.0,N,458,,15,8.0,,,,N,,,S,21,21,2.0,S,,1,S,9,1,,S,S
23012,23,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD ARTURO PRAT,1,10,40,10,25,5,10.0,10.0,S,458,,33,10.0,,,,N,,,S,21,21,2.0,N,,0,S,11,1,3.0,,
23013,23,INGENIERÍA COMERCIAL,UNIVERSIDAD ARTURO PRAT,1,10,45,15,20,0,10.0,10.0,N,458,,40,18.0,,,,N,,,S,21,21,2.0,N,,0,S,10,1,,,
23015,23,SOCIOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,10,40,20,10,0,20.0,,N,458,,15,10.0,,,,N,,,N,21,21,2.0,N,,0,S,8,1,,,
23016,23,DERECHO,UNIVERSIDAD ARTURO PRAT,1,10,50,20,10,0,10.0,,N,458,,60,5.0,,,,N,,,N,21,21,2.0,N,,0,S,4,1,,,
23018,23,DERECHO,UNIVERSIDAD ARTURO PRAT,1,10,50,20,10,0,10.0,,N,458,,17,10.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,,,
23024,23,INGENIERÍA CIVIL METALÚRGICA,UNIVERSIDAD ARTURO PRAT,1,20,40,10,15,5,10.0,10.0,S,458,,20,10.0,,,,N,,,S,21,21,2.0,N,,0,S,5,1,3.0,,
23025,23,ARQUITECTURA,UNIVERSIDAD ARTURO PRAT,1,10,40,15,25,0,10.0,10.0,N,458,,40,8.0,,,,N,,,S,21,21,2.0,N,,0,S,6,1,,,
23026,23,ENFERMERÍA,UNIVERSIDAD ARTURO PRAT,1,10,40,20,10,0,,20.0,N,458,,40,5.0,,,,N,,,N,21,21,2.0,N,,0,S,4,1,,,
23029,23,PEDAGOGÍA  EN  EDUCACIÓN BÁSICA,UNIVERSIDAD ARTURO PRAT,1,10,40,20,20,0,10.0,10.0,N,458,,15,8.0,,,,N,,,S,21,21,2.0,S,,1,S,8,1,,S,S
23046,23,AGRONOMIA,UNIVERSIDAD ARTURO PRAT,1,10,45,15,15,0,,15.0,N,458,,12,10.0,,,,N,,,N,21,21,2.0,N,,0,S,8,1,,,
23047,23,QUÍMICA Y FARMACIA,UNIVERSIDAD ARTURO PRAT,1,10,40,10,20,0,,20.0,N,458,,30,3.0,,,,N,,,N,21,21,2.0,N,,0,S,10,1,,,
23048,23,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA,UNIVERSIDAD ARTURO PRAT,1,10,40,10,25,5,10.0,10.0,S,458,,30,5.0,,,,N,,,S,21,21,2.0,N,,0,S,4,1,3.0,,
23052,23,PEDAGOGÍA EN MATEMÁTICA Y FÍSICA,UNIVERSIDAD ARTURO PRAT,1,10,40,10,25,5,,10.0,S,458,,12,8.0,,,,N,,,N,21,21,2.0,S,,1,S,5,1,,S,S
23054,23,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,UNIVERSIDAD ARTURO PRAT,1,10,40,30,10,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,S,,1,S,8,1,,S,N
23056,23,INGENIERÍA EN BIOTECNOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,10,45,15,15,5,,10.0,S,458,,12,10.0,,,,N,,,N,21,21,2.0,N,,0,S,8,1,2.0,,
23058,23,INGENIERÍA CIVIL AMBIENTAL,UNIVERSIDAD ARTURO PRAT,1,15,40,10,20,5,10.0,10.0,S,458,,20,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,1,3.0,,
23059,23,TRABAJO SOCIAL,UNIVERSIDAD ARTURO PRAT,1,10,40,20,20,0,10.0,,N,458,,25,5.0,,,,N,,,N,21,21,2.0,N,,0,S,4,1,,,
23060,23,ENFERMERÍA,UNIVERSIDAD ARTURO PRAT,1,10,40,20,10,0,,20.0,N,458,,40,5.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,,,
23061,23,PSICOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,25,40,15,10,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,N,,0,S,6,9,,,
23062,23,INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN,UNIVERSIDAD ARTURO PRAT,1,10,45,15,20,0,10.0,10.0,N,458,,20,15.0,,,,N,,,S,21,21,2.0,N,,0,S,10,1,,,
23063,23,CONTADOR  PUBLICO Y AUDITOR,UNIVERSIDAD ARTURO PRAT,1,10,45,15,20,0,10.0,10.0,N,458,,20,15.0,,,,N,,,S,21,21,2.0,N,,0,S,10,1,,,
23065,23,KINESIOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,50,20,10,10,0,,10.0,N,458,,35,10.0,,,,N,,,N,21,21,2.0,N,,0,S,8,1,,,
23068,23,KINESIOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,50,20,10,10,0,,10.0,N,458,,25,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,9,,,
23069,23,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD ARTURO PRAT,1,10,40,30,10,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,S,,1,S,6,1,,S,S
23070,23,PSICOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,25,40,15,10,0,10.0,10.0,N,458,,40,5.0,,,,N,,,S,21,21,2.0,N,,0,S,2,1,,,
23073,23,PEDAGOGÍA EN EDUCACIÓN FÍSICA,UNIVERSIDAD ARTURO PRAT,1,10,40,20,20,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,S,,1,S,10,1,,S,S
23074,23,INGENIERÍA CIVIL DE MINAS,UNIVERSIDAD ARTURO PRAT,1,20,40,10,15,5,10.0,10.0,S,458,,26,10.0,,,,N,,,S,21,21,2.0,N,,0,S,9,1,3.0,,
23075,23,INGENIERÍA CIVIL ELECTRÓNICA,UNIVERSIDAD ARTURO PRAT,1,10,40,10,25,5,10.0,10.0,S,458,,20,10.0,,,,N,,,S,21,21,2.0,N,,0,S,6,1,4.0,,
23077,23,ODONTOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,10,50,15,15,0,,10.0,N,458,,40,3.0,,,,N,,,N,21,21,2.0,N,,0,S,4,1,,,
23078,23,FONOAUDIOLOGÍA,UNIVERSIDAD ARTURO PRAT,1,40,30,10,10,0,10.0,10.0,N,458,,35,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,1,,,
23081,23,TRADUCCIÓN INGLÉS CASTELLANO INGLÉS MENCIÓN FRANCÉS,UNIVERSIDAD ARTURO PRAT,1,10,40,30,10,0,10.0,10.0,N,458,,27,5.0,,,,N,,,S,21,21,2.0,N,,0,S,9,1,,,
23082,23,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,UNIVERSIDAD ARTURO PRAT,1,10,40,20,20,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,S,,1,S,10,1,,N,N
24003,24,ENFERMERIA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,45,5.0,,,,N,,,N,21,21,2.0,N,,0,S,2,2,,,
24011,24,KINESIOLOGIA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,45,5.0,,,,N,,,N,21,21,2.0,N,,0,S,6,2,,,
24013,24,OBSTETRICIA Y PUERICULTURA.,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,25,,,,,N,,,N,21,21,2.0,N,,0,S,3,2,,,
24017,24,TRABAJO SOCIAL,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,25,15,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,,,
24033,24,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,45,5.0,,,,N,,,N,21,21,2.0,N,,0,S,7,2,,,
24040,24,DERECHO,UNIVERSIDAD DE ANTOFAGASTA,2,15,40,20,10,0,15.0,,N,458,,70,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,2,,,
24041,24,PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES.,UNIVERSIDAD DE ANTOFAGASTA,2,10,50,20,10,0,10.0,10.0,N,458,,15,10.0,,,,N,,,S,21,21,2.0,S,,1,S,15,2,,S,S
24046,24,ADMINISTRACION PUBLICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,25,15,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,,,
24047,24,MEDICINA. LICENCIADO  EN MEDICINA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,40,,,,,N,,,N,21,21,2.0,N,,0,S,2,2,,,
24048,24,ODONTOLOGÍA.,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,45,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,2,,,
24052,24,PEDAGOGÍA EN LENGUAJE Y COMUNICACION,UNIVERSIDAD DE ANTOFAGASTA,2,10,50,20,10,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,S,,1,S,15,2,,S,S
24055,24,PEDAGOGÍA EN MATEMÁTICA.,UNIVERSIDAD DE ANTOFAGASTA,2,10,50,10,15,5,10.0,10.0,S,458,,15,10.0,,,,N,,,S,21,21,2.0,S,,1,S,10,2,,S,S
24058,24,BIOQUIMICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,20,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,2,4.0,,
24060,24,BACHILLERATO EN CIENCIAS,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,10.0,10.0,N,458,,20,20.0,,,,N,,,S,21,21,2.0,N,,0,S,25,2,4.0,,
24065,24,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,45,5.0,,,,N,,,N,21,21,2.0,N,,0,S,8,2,,,
24067,24,BACHILLERATO EN CIENCIAS DE LA SALUD,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,60,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,2,,,
24068,24,INGENIERIA CIVIL EN PROCESOS MINERALES,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,20,5,10.0,10.0,S,458,,15,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,3.0,,
24069,24,INGENIERÍA COMERCIAL MENCION NEGOCIOS MINEROS,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,25,0,10.0,10.0,N,458,,50,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,,,
24070,24,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,20,5,10.0,10.0,S,458,,50,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,10.0,,
24083,24,BIOLOGIA MARINA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,10.0,10.0,N,458,,25,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,5.0,,
24084,24,"DISEÑO GRAFICO, MENCION DISEÑO ESTRATEGICO",UNIVERSIDAD DE ANTOFAGASTA,2,10,40,25,15,0,10.0,10.0,N,458,,35,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,,,
24085,24,PSICOLOGÍA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,25,15,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,N,,0,S,7,2,,,
24086,24,FONOAUDIOLOGIA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,35,5.0,,,,N,,,N,21,21,2.0,N,,0,S,8,2,,,
24087,24,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA, MENCIÓN NECESIDADES EDUCATIVAS ESPECIALES",UNIVERSIDAD DE ANTOFAGASTA,2,10,50,20,10,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,S,,1,S,10,2,,S,S
24088,24,"PEDAGOGÍA EN EDUCACIÓN BÁSICA, MENCIONES LENGUAJE Y COMUNICACIÓN Y MATEMÁTICA",UNIVERSIDAD DE ANTOFAGASTA,2,10,50,15,15,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,S,,1,S,20,2,,S,S
24089,24,MUSICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,30,10,0,10.0,10.0,N,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,8,2,,,
24090,24,ARTES ESCENICAS,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,30,10,0,10.0,10.0,N,458,,15,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,,,
24091,24,BACHILLERATO EN CIENCIAS SOCIALES Y ARTES,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,N,,0,S,25,2,,,
24092,24,TERAPIA OCUPACIONAL,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,30,10.0,,,,N,,,N,21,21,2.0,N,,0,S,7,2,,,
24093,24,INGENIERIA CIVIL ELECTRICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,20,5,10.0,10.0,S,458,,45,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,9.0,,
24094,24,INGENIERIA CIVIL MECANICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,20,5,10.0,10.0,S,458,,50,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,10.0,,
24095,24,INGENIERIA CIVIL EN MINAS,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,20,5,10.0,10.0,S,458,,45,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,9.0,,
24096,24,INGENIERIA CIVIL EN GEOMENSURA Y GEOMATICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,20,5,10.0,10.0,S,458,,15,10.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,3.0,,
24097,24,INGENIERIA EN BIOTECNOLOGIA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,15,5,10.0,10.0,S,458,,25,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,5.0,,
24109,24,PEDAGOGÍA EN EDUCACIÓN FÍSICA,UNIVERSIDAD DE ANTOFAGASTA,2,10,50,20,10,0,10.0,10.0,N,458,,40,10.0,,,,N,,,S,21,21,2.0,S,,1,S,10,2,,N,S
24110,24,PEDAGOGÍA EN INGLES,UNIVERSIDAD DE ANTOFAGASTA,2,10,50,20,10,0,10.0,10.0,N,458,,20,10.0,,,,N,,,S,21,21,2.0,S,,1,S,10,2,,N,N
24111,24,"LICENCIATURA EN CIENCIAS, MENCIÓN FÍSICA Y ASTROFÍSICA",UNIVERSIDAD DE ANTOFAGASTA,2,10,40,15,20,5,10.0,10.0,S,458,,15,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,2,3.0,,
24112,24,QUÍMICA Y FARMACIA,UNIVERSIDAD DE ANTOFAGASTA,2,10,40,20,20,0,,10.0,N,458,,40,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,2,,,
25001,25,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,500,500.0,65,5.0,,,,N,,,N,21,21,3.0,N,,0,S,6,4,1.0,,
25002,25,INGENIERÍA CIVIL MECÁNICA,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,500,500.0,55,5.0,,,,N,,,N,21,21,3.0,N,,0,S,6,4,1.0,,
25003,25,INGENIERÍA CIVIL DE MINAS,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,500,500.0,45,5.0,,,,N,,,N,21,21,3.0,N,,0,S,6,4,1.0,,
25004,25,INGENIERÍA CIVIL,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,500,500.0,50,5.0,,,,N,,,N,21,21,3.0,N,,0,S,6,4,1.0,,
25005,25,INGENIERÍA CIVIL AMBIENTAL,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,500,500.0,35,5.0,,,,N,,,N,21,21,3.0,N,,0,S,6,4,1.0,,
25010,25,INGENIERÍA EN CONSTRUCCIÓN,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,500,500.0,55,10.0,,,,N,,,N,21,21,2.0,N,,0,S,5,4,1.0,,
25014,25,INGENIERÍA EN ALIMENTOS,UNIVERSIDAD DE LA SERENA,4,15,10,15,35,5,,20.0,S,475,475.0,30,10.0,,,,N,,,N,21,21,2.0,N,,0,S,3,4,1.0,,
25015,25,ARQUITECTURA,UNIVERSIDAD DE LA SERENA,4,15,10,30,35,0,10.0,10.0,N,500,500.0,60,10.0,,,,N,,,S,21,21,2.0,N,,0,S,1,4,,,
25016,25,INGENIERÍA MECÁNICA,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,475,475.0,65,10.0,,,,N,,,N,21,21,2.0,N,,0,S,6,4,1.0,,
25017,25,INGENIERÍA DE MINAS,UNIVERSIDAD DE LA SERENA,4,20,10,15,40,5,,10.0,S,475,475.0,65,10.0,,,,N,,,N,21,21,2.0,N,,0,S,6,4,1.0,,
25021,25,PEDAGOGÍA EN MATEMÁTICAS Y COMPUTACIÓN,UNIVERSIDAD DE LA SERENA,4,15,20,15,35,5,,10.0,S,502,502.0,25,10.0,,,,N,,,N,21,21,2.0,S,,0,S,6,4,,S,S
25024,25,PEDAGOGÍA EN BIOLOGÍA Y CS NATURALES,UNIVERSIDAD DE LA SERENA,4,10,20,15,25,0,,30.0,N,502,502.0,25,10.0,,,,N,,,N,21,21,2.0,S,,0,S,4,4,,S,S
25025,25,PEDAGOGÍA EN MATEMÁTICAS Y FÍSICA,UNIVERSIDAD DE LA SERENA,4,10,20,10,30,5,,25.0,S,502,502.0,25,10.0,,,,N,,,N,21,21,2.0,S,,0,S,3,4,,S,S
25026,25,PEDAGOGÍA EN QUÍMICA Y CS NATURALES,UNIVERSIDAD DE LA SERENA,4,15,20,15,25,0,,25.0,N,502,502.0,25,10.0,,,,N,,,N,21,21,2.0,S,,0,S,4,4,,S,S
25027,25,LICENCIATURA EN FÍSICA,UNIVERSIDAD DE LA SERENA,4,10,20,10,50,0,,10.0,N,500,500.0,15,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,4,1.0,,
